timestamp,ftr_vector
0.01,-0.382943724465
0.02,1.02944347043
0.03,-0.906736950465
0.04,-1.26294762345
0.05,0.0496587265159
0.06,0.764988498622
0.07,-0.124378426394
0.08,1.50335199318
0.09,0.347577027666
0.0999999999999999,0.757755702756
0.1099999999999999,0.0393581051995
0.1199999999999999,0.314076865517
0.1299999999999999,-0.318823960943
0.1399999999999999,1.59820421991
0.15,0.44838556605
0.16,0.0392448088853
0.17,-0.965685652291
0.18,0.00625473081709
0.19,0.745365481913
0.2,1.45930480883
0.21,-0.170778338107
0.22,-0.10406676922
0.23,-0.210448188299
0.24,-1.20806066115
0.25,-0.250241000655
0.26,0.0322381714482
0.2700000000000001,0.681094803134
0.2800000000000001,-1.36053674302
0.2900000000000001,-0.525622508625
0.3000000000000001,0.339606987971
0.3100000000000001,-0.9642528644
0.3200000000000001,-0.777847594265
0.3300000000000001,-1.21854305631
0.3400000000000001,0.127250917601
0.3500000000000001,0.699933301254
0.3600000000000001,0.177665878692
0.3700000000000001,0.197482227793
0.3800000000000001,0.381410562275
0.3900000000000002,0.41262077453
0.4000000000000002,0.304322329749
0.4100000000000002,1.41236418905
0.4200000000000002,-1.02310657894
0.4300000000000002,-0.711342779104
0.4400000000000002,-0.582713375186
0.4500000000000002,-0.220385976415
0.4600000000000002,1.54925259128
0.4700000000000002,-1.81199089608
0.4800000000000002,-0.881312488432
0.4900000000000002,1.02315833945
0.5000000000000002,0.198498463534
0.5100000000000002,0.385126682252
0.5200000000000002,0.0365131349009
0.5300000000000002,-0.462211249241
0.5400000000000003,-0.163808131862
0.5500000000000003,-0.633205556408
0.5600000000000003,-1.04355192006
0.5700000000000003,0.0869400459924
0.5800000000000003,0.350892945374
0.5900000000000003,-1.32931154637
0.6000000000000003,1.26297888347
0.6100000000000003,-0.753735071223
0.6200000000000003,-0.993908975331
0.6300000000000003,0.196579770023
0.6400000000000003,1.42043341245
0.6500000000000004,0.0515667726117
0.6600000000000004,0.184831783967
0.6700000000000004,-0.200718379478
0.6800000000000004,0.713177646239
0.6900000000000004,-0.46514494036
0.7000000000000004,0.683761774713
0.7100000000000004,0.0327655683506
0.7200000000000004,0.709885910084
0.7300000000000004,0.361590191281
0.7400000000000004,0.594364025612
0.7500000000000004,-0.834010957091
0.7600000000000005,0.563302950419
0.7700000000000005,0.287184521494
0.7800000000000005,0.949160044631
0.7900000000000005,0.0163934818336
0.8000000000000005,0.403832508981
0.8100000000000005,-0.3583314108
0.8200000000000005,-1.42462472474
0.8300000000000005,-0.37473350598
0.8400000000000005,0.202725459104
0.8500000000000005,0.14030527692
0.8600000000000005,0.474704668209
0.8700000000000006,1.36533774979
0.8800000000000006,0.0400533217425
0.8900000000000006,1.63742529574
0.9000000000000006,-0.720957801242
0.9100000000000006,-0.0655382985
0.9200000000000006,0.206626982455
0.9300000000000006,0.742102667164
0.9400000000000006,1.30931862026
0.9500000000000006,1.25991671776
0.9600000000000006,-0.837110864994
0.9700000000000006,2.11716918909
0.9800000000000006,-1.09089605492
0.9900000000000008,-0.331810163614
1.0000000000000009,1.54798985136
1.010000000000001,0.592973499207
1.020000000000001,-0.546426631782
1.0300000000000007,0.590322379645
1.0400000000000007,-0.686414836229
1.0500000000000007,0.531663432095
1.0600000000000007,-0.618262555739
1.0700000000000007,0.379847346859
1.0800000000000007,-0.684874578352
1.0900000000000007,0.550850846772
1.1000000000000008,0.411002085829
1.1100000000000008,-0.467946931003
1.1200000000000008,1.31803055894
1.1300000000000008,0.497106000745
1.1400000000000008,0.452309225048
1.1500000000000008,3.52601092202
1.1600000000000008,1.76109585793
1.1700000000000008,1.33114555959
1.1800000000000008,0.233951352322
1.1900000000000008,0.389454621656
1.2000000000000008,2.63230435722
1.2100000000000009,0.497380487863
1.2200000000000009,0.223466881447
1.2300000000000009,0.80755855992
1.2400000000000009,1.18073928513
1.2500000000000009,-0.0300850353083
1.260000000000001,1.75109825113
1.270000000000001,0.841883159525
1.280000000000001,1.77125379874
1.290000000000001,1.64966169976
1.300000000000001,2.53276854472
1.310000000000001,0.976355518143
1.320000000000001,3.04733430648
1.330000000000001,2.12281000494
1.340000000000001,2.78087869317
1.350000000000001,1.57377388248
1.360000000000001,1.99843554632
1.370000000000001,0.741814265752
1.380000000000001,2.20898444482
1.390000000000001,2.68201548474
1.400000000000001,1.28526296677
1.410000000000001,2.96717483725
1.420000000000001,2.84727410925
1.430000000000001,1.95200250407
1.440000000000001,2.58659837905
1.450000000000001,2.85435268024
1.460000000000001,2.14287352737
1.470000000000001,1.52452559983
1.480000000000001,1.6120635858
1.490000000000001,1.86147947383
1.500000000000001,2.30992766334
